"","LANGLADE.Class","LANGLADE.fieldacres","LANGLADE.Commodity","LANGLADE.Bin","LANGLADE.Year","LANGLADE.year","LANGLADE.threshold","LANGLADE.NASSacres","LANGLADE.County"
"96",28,5057.56311338361,"OATS","Row Crops",2008,2008,9,8414,"LANGLADE"
"97",36,13316.9823045151,"ALFALFA","Alfalfa",2008,2008,9,8672,"LANGLADE"
"99",42,2956.2979925721,"DRY BEANS","Dry Beans",2008,2008,9,3057,"LANGLADE"
"100",43,9297.09945864971,"POTATOES","Potatoes",2008,2008,9,20430,"LANGLADE"
"101",53,2047.02558091288,"PEAS","Row Crops",2008,2008,9,2342,"LANGLADE"
"106",1,9008.29620364464,"CORN","Corn",2008,2008,8,15223,"LANGLADE"
"108",5,2003.49213369099,"SOYBEANS","Soy",2008,2008,8,3101,"LANGLADE"
"109",6,99.0970596272772,"SUNFLOWER","Row Crops",2008,2008,8,320,"LANGLADE"
"110",12,1147.95568896751,"SWEET CORN","Sweet Corn",2008,2008,8,3091,"LANGLADE"
"111",21,146.504291154481,"BARLEY","Row Crops",2008,2008,8,465,"LANGLADE"
"113",24,3679.95828542633,"WHEAT","Winter Wheat",2008,2008,8,2017,"LANGLADE"
"114",28,5052.68249556298,"OATS","Row Crops",2008,2008,8,8414,"LANGLADE"
"115",36,13418.230933771,"ALFALFA","Alfalfa",2008,2008,8,8672,"LANGLADE"
"117",42,2958.1616074443,"DRY BEANS","Dry Beans",2008,2008,8,3057,"LANGLADE"
"118",43,9307.13544404219,"POTATOES","Potatoes",2008,2008,8,20430,"LANGLADE"
"119",53,2047.53817652633,"PEAS","Row Crops",2008,2008,8,2342,"LANGLADE"
"124",1,9058.236528948,"CORN","Corn",2008,2008,7,15223,"LANGLADE"
"126",5,2006.20950825305,"SOYBEANS","Soy",2008,2008,7,3101,"LANGLADE"
"127",6,99.8658198122504,"SUNFLOWER","Row Crops",2008,2008,7,320,"LANGLADE"
"128",12,1150.30436507269,"SWEET CORN","Sweet Corn",2008,2008,7,3091,"LANGLADE"
"129",21,146.507417913525,"BARLEY","Row Crops",2008,2008,7,465,"LANGLADE"
"131",24,3688.11327691201,"WHEAT","Winter Wheat",2008,2008,7,2017,"LANGLADE"
"132",28,5058.44933685481,"OATS","Row Crops",2008,2008,7,8414,"LANGLADE"
"133",36,13497.5759435024,"ALFALFA","Alfalfa",2008,2008,7,8672,"LANGLADE"
"135",42,2959.89458702465,"DRY BEANS","Dry Beans",2008,2008,7,3057,"LANGLADE"
"136",43,9341.2466218764,"POTATOES","Potatoes",2008,2008,7,20430,"LANGLADE"
"137",53,2055.68001078684,"PEAS","Row Crops",2008,2008,7,2342,"LANGLADE"
"142",1,9039.14563719591,"CORN","Corn",2008,2008,6,15223,"LANGLADE"
"144",5,2012.51941493626,"SOYBEANS","Soy",2008,2008,6,3101,"LANGLADE"
"145",6,99.9429025459045,"SUNFLOWER","Row Crops",2008,2008,6,320,"LANGLADE"
"146",12,1150.88614752219,"SWEET CORN","Sweet Corn",2008,2008,6,3091,"LANGLADE"
"147",21,146.507417913525,"BARLEY","Row Crops",2008,2008,6,465,"LANGLADE"
"149",24,3694.67121903966,"WHEAT","Winter Wheat",2008,2008,6,2017,"LANGLADE"
"150",28,5062.24676529283,"OATS","Row Crops",2008,2008,6,8414,"LANGLADE"
"151",36,13640.0523003887,"ALFALFA","Alfalfa",2008,2008,6,8672,"LANGLADE"
"153",42,2949.80385556768,"DRY BEANS","Dry Beans",2008,2008,6,3057,"LANGLADE"
"154",43,9378.95011000435,"POTATOES","Potatoes",2008,2008,6,20430,"LANGLADE"
"155",53,2058.19324120614,"PEAS","Row Crops",2008,2008,6,2342,"LANGLADE"
"160",1,9140.39285754312,"CORN","Corn",2008,2008,5,15223,"LANGLADE"
"162",5,2015.93068320276,"SOYBEANS","Soy",2008,2008,5,3101,"LANGLADE"
"163",6,99.9429025459045,"SUNFLOWER","Row Crops",2008,2008,5,320,"LANGLADE"
"164",12,1164.54130703906,"SWEET CORN","Sweet Corn",2008,2008,5,3091,"LANGLADE"
"165",21,146.507417913525,"BARLEY","Row Crops",2008,2008,5,465,"LANGLADE"
"167",24,3701.68184078618,"WHEAT","Winter Wheat",2008,2008,5,2017,"LANGLADE"
"168",28,5083.18440169196,"OATS","Row Crops",2008,2008,5,8414,"LANGLADE"
"169",36,13881.1797501114,"ALFALFA","Alfalfa",2008,2008,5,8672,"LANGLADE"
"171",42,2943.82909363751,"DRY BEANS","Dry Beans",2008,2008,5,3057,"LANGLADE"
"172",43,9412.7538591147,"POTATOES","Potatoes",2008,2008,5,20430,"LANGLADE"
"173",53,2063.01659063317,"PEAS","Row Crops",2008,2008,5,2342,"LANGLADE"
"178",1,9201.56201025419,"CORN","Corn",2008,2008,4,15223,"LANGLADE"
"180",5,2025.72408789113,"SOYBEANS","Soy",2008,2008,4,3101,"LANGLADE"
"181",6,100.718990214594,"SUNFLOWER","Row Crops",2008,2008,4,320,"LANGLADE"
"182",12,1178.3875978393,"SWEET CORN","Sweet Corn",2008,2008,4,3091,"LANGLADE"
"183",21,147.610819109659,"BARLEY","Row Crops",2008,2008,4,465,"LANGLADE"
"185",24,3721.97983467174,"WHEAT","Winter Wheat",2008,2008,4,2017,"LANGLADE"
"186",28,5101.30686569246,"OATS","Row Crops",2008,2008,4,8414,"LANGLADE"
"187",36,14146.1649065445,"ALFALFA","Alfalfa",2008,2008,4,8672,"LANGLADE"
"189",42,2954.82369874615,"DRY BEANS","Dry Beans",2008,2008,4,3057,"LANGLADE"
"190",43,9508.06965830689,"POTATOES","Potatoes",2008,2008,4,20430,"LANGLADE"
"191",53,2097.0213603548,"PEAS","Row Crops",2008,2008,4,2342,"LANGLADE"
"196",1,9303.27323958635,"CORN","Corn",2008,2008,3,15223,"LANGLADE"
"198",5,2066.01854937554,"SOYBEANS","Soy",2008,2008,3,3101,"LANGLADE"
"199",6,102.911595773064,"SUNFLOWER","Row Crops",2008,2008,3,320,"LANGLADE"
"200",12,1185.10535877557,"SWEET CORN","Sweet Corn",2008,2008,3,3091,"LANGLADE"
"201",21,147.829675742943,"BARLEY","Row Crops",2008,2008,3,465,"LANGLADE"
"203",24,3790.366476555,"WHEAT","Winter Wheat",2008,2008,3,2017,"LANGLADE"
"204",28,5189.2683110942,"OATS","Row Crops",2008,2008,3,8414,"LANGLADE"
"205",36,14481.883918727,"ALFALFA","Alfalfa",2008,2008,3,8672,"LANGLADE"
"207",42,2982.49248701883,"DRY BEANS","Dry Beans",2008,2008,3,3057,"LANGLADE"
"208",43,9570.89926114831,"POTATOES","Potatoes",2008,2008,3,20430,"LANGLADE"
"209",53,2110.46055812535,"PEAS","Row Crops",2008,2008,3,2342,"LANGLADE"
"214",1,9312.74711328788,"CORN","Corn",2008,2008,2,15223,"LANGLADE"
"216",5,2074.38084355606,"SOYBEANS","Soy",2008,2008,2,3101,"LANGLADE"
"217",6,103.95905386921,"SUNFLOWER","Row Crops",2008,2008,2,320,"LANGLADE"
"218",12,1187.79958899225,"SWEET CORN","Sweet Corn",2008,2008,2,3091,"LANGLADE"
"219",21,147.829675742943,"BARLEY","Row Crops",2008,2008,2,465,"LANGLADE"
"221",24,3813.72181611568,"WHEAT","Winter Wheat",2008,2008,2,2017,"LANGLADE"
"222",28,5192.34165434461,"OATS","Row Crops",2008,2008,2,8414,"LANGLADE"
"223",36,14815.8957682816,"ALFALFA","Alfalfa",2008,2008,2,8672,"LANGLADE"
"225",42,3005.7818310237,"DRY BEANS","Dry Beans",2008,2008,2,3057,"LANGLADE"
"226",43,9570.52476314433,"POTATOES","Potatoes",2008,2008,2,20430,"LANGLADE"
"227",53,2115.04906200093,"PEAS","Row Crops",2008,2008,2,2342,"LANGLADE"
"232",1,9363.87524360993,"CORN","Corn",2008,2008,1,15223,"LANGLADE"
"234",5,2062.98084538068,"SOYBEANS","Soy",2008,2008,1,3101,"LANGLADE"
"235",6,104.261333596924,"SUNFLOWER","Row Crops",2008,2008,1,320,"LANGLADE"
"236",12,1187.86551785504,"SWEET CORN","Sweet Corn",2008,2008,1,3091,"LANGLADE"
"237",21,147.23571127636,"BARLEY","Row Crops",2008,2008,1,465,"LANGLADE"
"239",24,3818.0055993174,"WHEAT","Winter Wheat",2008,2008,1,2017,"LANGLADE"
"240",28,5199.61523158586,"OATS","Row Crops",2008,2008,1,8414,"LANGLADE"
"241",36,15265.6003837354,"ALFALFA","Alfalfa",2008,2008,1,8672,"LANGLADE"
"243",42,3004.3800014931,"DRY BEANS","Dry Beans",2008,2008,1,3057,"LANGLADE"
"244",43,9586.95966837131,"POTATOES","Potatoes",2008,2008,1,20430,"LANGLADE"
"245",53,2118.46842123683,"PEAS","Row Crops",2008,2008,1,2342,"LANGLADE"
"879",1,8571.20653360081,"CORN","Corn",2012,2012,14,15565,"LANGLADE"
"880",5,2352.93619061777,"SOYBEANS","Soy",2012,2012,14,5156,"LANGLADE"
"881",12,2656.45969866604,"SWEET CORN","Sweet Corn",2012,2012,14,3134,"LANGLADE"
"882",21,10.300350157915,"BARLEY","Row Crops",2012,2012,14,889,"LANGLADE"
"883",24,2504.21429114125,"WHEAT","Winter Wheat",2012,2012,14,3077,"LANGLADE"
"884",28,3297.46668539138,"OATS","Row Crops",2012,2012,14,6209,"LANGLADE"
"885",36,8559.35848812037,"ALFALFA","Alfalfa",2012,2012,14,7716,"LANGLADE"
"887",42,3433.78404891017,"DRY BEANS","Dry Beans",2012,2012,14,3138,"LANGLADE"
"888",43,8486.21400421889,"POTATOES","Potatoes",2012,2012,14,15681,"LANGLADE"
"889",53,1453.78612413999,"PEAS","Row Crops",2012,2012,14,1888,"LANGLADE"
"893",1,10102.4875965602,"CORN","Corn",2012,2012,13,15565,"LANGLADE"
"894",5,2803.63881960951,"SOYBEANS","Soy",2012,2012,13,5156,"LANGLADE"
"895",12,2778.47071595897,"SWEET CORN","Sweet Corn",2012,2012,13,3134,"LANGLADE"
"896",21,47.2345620821844,"BARLEY","Row Crops",2012,2012,13,889,"LANGLADE"
"897",24,2748.75991549207,"WHEAT","Winter Wheat",2012,2012,13,3077,"LANGLADE"
"899",28,3534.40877363485,"OATS","Row Crops",2012,2012,13,6209,"LANGLADE"
"900",36,10638.7830832289,"ALFALFA","Alfalfa",2012,2012,13,7716,"LANGLADE"
"902",42,3567.60756283005,"DRY BEANS","Dry Beans",2012,2012,13,3138,"LANGLADE"
"903",43,9100.33739150818,"POTATOES","Potatoes",2012,2012,13,15681,"LANGLADE"
"904",53,1574.26908097356,"PEAS","Row Crops",2012,2012,13,1888,"LANGLADE"
"908",1,10581.7255256648,"CORN","Corn",2012,2012,12,15565,"LANGLADE"
"909",5,2901.86989246455,"SOYBEANS","Soy",2012,2012,12,5156,"LANGLADE"
"910",12,2802.77315022482,"SWEET CORN","Sweet Corn",2012,2012,12,3134,"LANGLADE"
"911",21,48.8323047338342,"BARLEY","Row Crops",2012,2012,12,889,"LANGLADE"
"912",24,2793.31564294623,"WHEAT","Winter Wheat",2012,2012,12,3077,"LANGLADE"
"914",28,3615.67302168856,"OATS","Row Crops",2012,2012,12,6209,"LANGLADE"
"915",36,11450.8722611029,"ALFALFA","Alfalfa",2012,2012,12,7716,"LANGLADE"
"917",42,3586.26311970119,"DRY BEANS","Dry Beans",2012,2012,12,3138,"LANGLADE"
"918",43,9191.28701794983,"POTATOES","Potatoes",2012,2012,12,15681,"LANGLADE"
"919",53,1615.44341802734,"PEAS","Row Crops",2012,2012,12,1888,"LANGLADE"
"923",1,10761.0383899969,"CORN","Corn",2012,2012,11,15565,"LANGLADE"
"924",5,2961.17523628738,"SOYBEANS","Soy",2012,2012,11,5156,"LANGLADE"
"925",12,2822.20687850652,"SWEET CORN","Sweet Corn",2012,2012,11,3134,"LANGLADE"
"926",21,49.0648578675855,"BARLEY","Row Crops",2012,2012,11,889,"LANGLADE"
"927",24,2808.8507984482,"WHEAT","Winter Wheat",2012,2012,11,3077,"LANGLADE"
"929",28,3638.25955005663,"OATS","Row Crops",2012,2012,11,6209,"LANGLADE"
"930",36,11739.2906600548,"ALFALFA","Alfalfa",2012,2012,11,7716,"LANGLADE"
"932",42,3619.71863464241,"DRY BEANS","Dry Beans",2012,2012,11,3138,"LANGLADE"
"933",43,9221.16404545555,"POTATOES","Potatoes",2012,2012,11,15681,"LANGLADE"
"934",53,1637.18828329768,"PEAS","Row Crops",2012,2012,11,1888,"LANGLADE"
"938",1,10859.8665663242,"CORN","Corn",2012,2012,10,15565,"LANGLADE"
"939",5,2988.82554290384,"SOYBEANS","Soy",2012,2012,10,5156,"LANGLADE"
"940",12,2840.83364830878,"SWEET CORN","Sweet Corn",2012,2012,10,3134,"LANGLADE"
"941",21,49.7539429183899,"BARLEY","Row Crops",2012,2012,10,889,"LANGLADE"
"942",24,2828.34551113989,"WHEAT","Winter Wheat",2012,2012,10,3077,"LANGLADE"
"944",28,3644.29052206998,"OATS","Row Crops",2012,2012,10,6209,"LANGLADE"
"945",36,11870.9523780238,"ALFALFA","Alfalfa",2012,2012,10,7716,"LANGLADE"
"947",42,3620.45016582882,"DRY BEANS","Dry Beans",2012,2012,10,3138,"LANGLADE"
"948",43,9250.86003922917,"POTATOES","Potatoes",2012,2012,10,15681,"LANGLADE"
"949",53,1641.38057707972,"PEAS","Row Crops",2012,2012,10,1888,"LANGLADE"
"953",1,10907.7339536634,"CORN","Corn",2012,2012,9,15565,"LANGLADE"
"954",5,3002.07415632802,"SOYBEANS","Soy",2012,2012,9,5156,"LANGLADE"
"955",12,2842.56278985861,"SWEET CORN","Sweet Corn",2012,2012,9,3134,"LANGLADE"
"956",21,49.7539429183899,"BARLEY","Row Crops",2012,2012,9,889,"LANGLADE"
"957",24,2830.66538630066,"WHEAT","Winter Wheat",2012,2012,9,3077,"LANGLADE"
"959",28,3644.57107670737,"OATS","Row Crops",2012,2012,9,6209,"LANGLADE"
"960",36,11939.2711274162,"ALFALFA","Alfalfa",2012,2012,9,7716,"LANGLADE"
"962",42,3622.07915972192,"DRY BEANS","Dry Beans",2012,2012,9,3138,"LANGLADE"
"963",43,9243.4342876886,"POTATOES","Potatoes",2012,2012,9,15681,"LANGLADE"
"964",53,1642.7372668432,"PEAS","Row Crops",2012,2012,9,1888,"LANGLADE"
"968",1,10907.4166161256,"CORN","Corn",2012,2012,8,15565,"LANGLADE"
"969",5,3015.77588123171,"SOYBEANS","Soy",2012,2012,8,5156,"LANGLADE"
"970",12,2843.89441734737,"SWEET CORN","Sweet Corn",2012,2012,8,3134,"LANGLADE"
"971",21,49.7539429183899,"BARLEY","Row Crops",2012,2012,8,889,"LANGLADE"
"972",24,2833.65322316723,"WHEAT","Winter Wheat",2012,2012,8,3077,"LANGLADE"
"974",28,3645.44481971704,"OATS","Row Crops",2012,2012,8,6209,"LANGLADE"
"975",36,12060.9312835713,"ALFALFA","Alfalfa",2012,2012,8,7716,"LANGLADE"
"977",42,3623.43972730248,"DRY BEANS","Dry Beans",2012,2012,8,3138,"LANGLADE"
"978",43,9247.74675319901,"POTATOES","Potatoes",2012,2012,8,15681,"LANGLADE"
"979",53,1644.23823467658,"PEAS","Row Crops",2012,2012,8,1888,"LANGLADE"
"983",1,10964.5114191278,"CORN","Corn",2012,2012,7,15565,"LANGLADE"
"984",5,3033.42676817399,"SOYBEANS","Soy",2012,2012,7,5156,"LANGLADE"
"985",12,2844.97933260397,"SWEET CORN","Sweet Corn",2012,2012,7,3134,"LANGLADE"
"986",21,49.7597440642023,"BARLEY","Row Crops",2012,2012,7,889,"LANGLADE"
"987",24,2836.41753461819,"WHEAT","Winter Wheat",2012,2012,7,3077,"LANGLADE"
"989",28,3650.50667620523,"OATS","Row Crops",2012,2012,7,6209,"LANGLADE"
"990",36,12128.8781699822,"ALFALFA","Alfalfa",2012,2012,7,7716,"LANGLADE"
"992",42,3626.79201065229,"DRY BEANS","Dry Beans",2012,2012,7,3138,"LANGLADE"
"993",43,9274.85330827939,"POTATOES","Potatoes",2012,2012,7,15681,"LANGLADE"
"994",53,1651.72321905327,"PEAS","Row Crops",2012,2012,7,1888,"LANGLADE"
"998",1,10964.2736554026,"CORN","Corn",2012,2012,6,15565,"LANGLADE"
"999",5,3038.55618736804,"SOYBEANS","Soy",2012,2012,6,5156,"LANGLADE"
"1000",12,2848.70654961908,"SWEET CORN","Sweet Corn",2012,2012,6,3134,"LANGLADE"
"1001",21,66.0890576024182,"BARLEY","Row Crops",2012,2012,6,889,"LANGLADE"
"1002",24,2850.49023489205,"WHEAT","Winter Wheat",2012,2012,6,3077,"LANGLADE"
"1004",28,3671.00534936416,"OATS","Row Crops",2012,2012,6,6209,"LANGLADE"
"1005",36,12229.1752869278,"ALFALFA","Alfalfa",2012,2012,6,7716,"LANGLADE"
"1007",42,3632.83769983162,"DRY BEANS","Dry Beans",2012,2012,6,3138,"LANGLADE"
"1008",43,9287.97714040518,"POTATOES","Potatoes",2012,2012,6,15681,"LANGLADE"
"1009",53,1643.41804256608,"PEAS","Row Crops",2012,2012,6,1888,"LANGLADE"
"1013",1,11055.5344063142,"CORN","Corn",2012,2012,5,15565,"LANGLADE"
"1014",5,3053.9513916714,"SOYBEANS","Soy",2012,2012,5,5156,"LANGLADE"
"1015",12,2853.94018748854,"SWEET CORN","Sweet Corn",2012,2012,5,3134,"LANGLADE"
"1016",21,66.272989811001,"BARLEY","Row Crops",2012,2012,5,889,"LANGLADE"
"1017",24,2855.31047933858,"WHEAT","Winter Wheat",2012,2012,5,3077,"LANGLADE"
"1019",28,3691.89618847423,"OATS","Row Crops",2012,2012,5,6209,"LANGLADE"
"1020",36,12354.9108492019,"ALFALFA","Alfalfa",2012,2012,5,7716,"LANGLADE"
"1022",42,3664.9707356288,"DRY BEANS","Dry Beans",2012,2012,5,3138,"LANGLADE"
"1023",43,9314.29058484029,"POTATOES","Potatoes",2012,2012,5,15681,"LANGLADE"
"1024",53,1652.75956044083,"PEAS","Row Crops",2012,2012,5,1888,"LANGLADE"
"1028",1,11190.2370444438,"CORN","Corn",2012,2012,4,15565,"LANGLADE"
"1029",5,3046.11162221879,"SOYBEANS","Soy",2012,2012,4,5156,"LANGLADE"
"1030",12,2880.75418367198,"SWEET CORN","Sweet Corn",2012,2012,4,3134,"LANGLADE"
"1031",21,65.6495285122668,"BARLEY","Row Crops",2012,2012,4,889,"LANGLADE"
"1032",24,2869.47980083469,"WHEAT","Winter Wheat",2012,2012,4,3077,"LANGLADE"
"1034",28,3712.90192236005,"OATS","Row Crops",2012,2012,4,6209,"LANGLADE"
"1035",36,12504.2521032112,"ALFALFA","Alfalfa",2012,2012,4,7716,"LANGLADE"
"1037",42,3678.53903550603,"DRY BEANS","Dry Beans",2012,2012,4,3138,"LANGLADE"
"1038",43,9435.33239282762,"POTATOES","Potatoes",2012,2012,4,15681,"LANGLADE"
"1039",53,1662.6493530918,"PEAS","Row Crops",2012,2012,4,1888,"LANGLADE"
"1043",1,11337.2621185858,"CORN","Corn",2012,2012,3,15565,"LANGLADE"
"1044",5,3119.78716731243,"SOYBEANS","Soy",2012,2012,3,5156,"LANGLADE"
"1045",12,2932.88485270259,"SWEET CORN","Sweet Corn",2012,2012,3,3134,"LANGLADE"
"1046",21,66.4753046467804,"BARLEY","Row Crops",2012,2012,3,889,"LANGLADE"
"1047",24,2911.79903160968,"WHEAT","Winter Wheat",2012,2012,3,3077,"LANGLADE"
"1049",28,3727.13258972357,"OATS","Row Crops",2012,2012,3,6209,"LANGLADE"
"1050",36,12705.9127785756,"ALFALFA","Alfalfa",2012,2012,3,7716,"LANGLADE"
"1052",42,3704.82753373821,"DRY BEANS","Dry Beans",2012,2012,3,3138,"LANGLADE"
"1053",43,9526.39940023744,"POTATOES","Potatoes",2012,2012,3,15681,"LANGLADE"
"1054",53,1667.00380551826,"PEAS","Row Crops",2012,2012,3,1888,"LANGLADE"
"1058",1,11420.5715983175,"CORN","Corn",2012,2012,2,15565,"LANGLADE"
"1059",5,3144.82993204946,"SOYBEANS","Soy",2012,2012,2,5156,"LANGLADE"
"1060",12,2934.60122427505,"SWEET CORN","Sweet Corn",2012,2012,2,3134,"LANGLADE"
"1061",21,78.5814519633289,"BARLEY","Row Crops",2012,2012,2,889,"LANGLADE"
"1062",24,2924.3298141486,"WHEAT","Winter Wheat",2012,2012,2,3077,"LANGLADE"
"1064",28,3756.21953663668,"OATS","Row Crops",2012,2012,2,6209,"LANGLADE"
"1065",36,12975.3727574327,"ALFALFA","Alfalfa",2012,2012,2,7716,"LANGLADE"
"1067",42,3736.12572996833,"DRY BEANS","Dry Beans",2012,2012,2,3138,"LANGLADE"
"1068",43,9524.31251574192,"POTATOES","Potatoes",2012,2012,2,15681,"LANGLADE"
"1069",53,1670.58933131377,"PEAS","Row Crops",2012,2012,2,1888,"LANGLADE"
"1073",1,11544.5492846999,"CORN","Corn",2012,2012,1,15565,"LANGLADE"
"1074",5,3101.2878697253,"SOYBEANS","Soy",2012,2012,1,5156,"LANGLADE"
"1075",12,2935.13337056342,"SWEET CORN","Sweet Corn",2012,2012,1,3134,"LANGLADE"
"1076",21,77.4427100767468,"BARLEY","Row Crops",2012,2012,1,889,"LANGLADE"
"1077",24,2948.24551795887,"WHEAT","Winter Wheat",2012,2012,1,3077,"LANGLADE"
"1079",28,3782.57935699737,"OATS","Row Crops",2012,2012,1,6209,"LANGLADE"
"1080",36,13457.0762226149,"ALFALFA","Alfalfa",2012,2012,1,7716,"LANGLADE"
"1082",42,3738.43975662552,"DRY BEANS","Dry Beans",2012,2012,1,3138,"LANGLADE"
"1083",43,9519.24038119996,"POTATOES","Potatoes",2012,2012,1,15681,"LANGLADE"
"1084",53,1667.49964200126,"PEAS","Row Crops",2012,2012,1,1888,"LANGLADE"
"1894",1,8419.66097581938,"CORN","Corn",2017,2017,14,15803,"LANGLADE"
"1895",5,3496.24023398739,"SOYBEANS","Soy",2017,2017,14,8069,"LANGLADE"
