"","VAN.BUREN.Class","VAN.BUREN.fieldacres","VAN.BUREN.Commodity","VAN.BUREN.Bin","VAN.BUREN.Year","VAN.BUREN.year","VAN.BUREN.threshold","VAN.BUREN.NASSacres","VAN.BUREN.County"
"37",222,52.8701455838904,"SQUASH","Row Crops",2008,2008,12,982,"VAN BUREN"
"38",242,328.528145708461,"BLUEBERRIES","Blueberries",2008,2008,12,8615,"VAN BUREN"
"39",1,43729.4865127285,"CORN","Corn",2008,2008,11,58185,"VAN BUREN"
"40",5,25139.423588937,"SOYBEANS","Soy",2008,2008,11,30613,"VAN BUREN"
"41",12,44.285514185152,"SWEET CORN","Sweet Corn",2008,2008,11,552,"VAN BUREN"
"42",24,2686.054494828,"WHEAT","Winter Wheat",2008,2008,11,1870,"VAN BUREN"
"43",36,5152.25213927977,"HAY","Alfalfa",2008,2008,11,21083,"VAN BUREN"
"44",43,134.775273425703,"POTATOES","Potatoes",2008,2008,11,30,"VAN BUREN"
"45",50,130.168120784321,"CUCUMBERS","Row Crops",2008,2008,11,415,"VAN BUREN"
"46",54,130.36091212342,"TOMATOES","Row Crops",2008,2008,11,199,"VAN BUREN"
"47",66,70.8311400106073,"CHERRIES","Cherries",2008,2008,11,1626,"VAN BUREN"
"48",68,1412.66683283187,"APPLES","Apples",2008,2008,11,3688,"VAN BUREN"
"49",69,2932.38002819752,"GRAPES","Tree Crops",2008,2008,11,4429,"VAN BUREN"
"50",77,19.1030499997949,"PEARS","Tree Crops",2008,2008,11,85,"VAN BUREN"
"51",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,11,573,"VAN BUREN"
"52",222,53.5249589327832,"SQUASH","Row Crops",2008,2008,11,982,"VAN BUREN"
"53",242,486.607935935022,"BLUEBERRIES","Blueberries",2008,2008,11,8615,"VAN BUREN"
"54",1,44561.6772081413,"CORN","Corn",2008,2008,10,58185,"VAN BUREN"
"55",5,25529.681054815,"SOYBEANS","Soy",2008,2008,10,30613,"VAN BUREN"
"56",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,10,552,"VAN BUREN"
"57",24,2727.74591293965,"WHEAT","Winter Wheat",2008,2008,10,1870,"VAN BUREN"
"58",28,10.6341756200171,"OATS","Row Crops",2008,2008,10,108,"VAN BUREN"
"59",36,5376.86098335163,"HAY","Alfalfa",2008,2008,10,21083,"VAN BUREN"
"60",43,136.886391495303,"POTATOES","Potatoes",2008,2008,10,30,"VAN BUREN"
"61",50,165.526591421032,"CUCUMBERS","Row Crops",2008,2008,10,415,"VAN BUREN"
"62",54,135.003925696941,"TOMATOES","Row Crops",2008,2008,10,199,"VAN BUREN"
"63",66,69.345212280965,"CHERRIES","Cherries",2008,2008,10,1626,"VAN BUREN"
"64",68,1436.37122506682,"APPLES","Apples",2008,2008,10,3688,"VAN BUREN"
"65",69,3096.52630897591,"GRAPES","Tree Crops",2008,2008,10,4429,"VAN BUREN"
"66",77,20.9704247471088,"PEARS","Tree Crops",2008,2008,10,85,"VAN BUREN"
"67",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,10,573,"VAN BUREN"
"68",222,54.1578621039148,"SQUASH","Row Crops",2008,2008,10,982,"VAN BUREN"
"69",242,614.094555517075,"BLUEBERRIES","Blueberries",2008,2008,10,8615,"VAN BUREN"
"70",1,45095.8392321984,"CORN","Corn",2008,2008,9,58185,"VAN BUREN"
"71",5,25731.1735743823,"SOYBEANS","Soy",2008,2008,9,30613,"VAN BUREN"
"72",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,9,552,"VAN BUREN"
"73",24,2773.06813932068,"WHEAT","Winter Wheat",2008,2008,9,1870,"VAN BUREN"
"74",28,10.6341756200171,"OATS","Row Crops",2008,2008,9,108,"VAN BUREN"
"75",36,5530.22116128552,"HAY","Alfalfa",2008,2008,9,21083,"VAN BUREN"
"76",43,137.946921753623,"POTATOES","Potatoes",2008,2008,9,30,"VAN BUREN"
"77",50,183.167369983098,"CUCUMBERS","Row Crops",2008,2008,9,415,"VAN BUREN"
"78",54,135.513066304691,"TOMATOES","Row Crops",2008,2008,9,199,"VAN BUREN"
"79",66,107.950153233945,"CHERRIES","Cherries",2008,2008,9,1626,"VAN BUREN"
"80",68,1568.7959360399,"APPLES","Apples",2008,2008,9,3688,"VAN BUREN"
"81",69,3204.61918429047,"GRAPES","Tree Crops",2008,2008,9,4429,"VAN BUREN"
"82",77,20.9734082262762,"PEARS","Tree Crops",2008,2008,9,85,"VAN BUREN"
"83",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,9,573,"VAN BUREN"
"84",222,64.8119905175922,"SQUASH","Row Crops",2008,2008,9,982,"VAN BUREN"
"85",242,679.814736392293,"BLUEBERRIES","Blueberries",2008,2008,9,8615,"VAN BUREN"
"86",1,45472.4414417325,"CORN","Corn",2008,2008,8,58185,"VAN BUREN"
"87",5,25968.3488464323,"SOYBEANS","Soy",2008,2008,8,30613,"VAN BUREN"
"88",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,8,552,"VAN BUREN"
"89",24,2841.40750391221,"WHEAT","Winter Wheat",2008,2008,8,1870,"VAN BUREN"
"90",28,10.6341756200171,"OATS","Row Crops",2008,2008,8,108,"VAN BUREN"
"91",36,5794.4326350705,"HAY","Alfalfa",2008,2008,8,21083,"VAN BUREN"
"93",43,138.41825873509,"POTATOES","Potatoes",2008,2008,8,30,"VAN BUREN"
"94",50,193.976380746094,"CUCUMBERS","Row Crops",2008,2008,8,415,"VAN BUREN"
"95",54,135.515328045414,"TOMATOES","Row Crops",2008,2008,8,199,"VAN BUREN"
"96",66,126.433625241964,"CHERRIES","Cherries",2008,2008,8,1626,"VAN BUREN"
"97",68,1610.50211327591,"APPLES","Apples",2008,2008,8,3688,"VAN BUREN"
"98",69,3279.67414161667,"GRAPES","Tree Crops",2008,2008,8,4429,"VAN BUREN"
"99",77,21.6185389624146,"PEARS","Tree Crops",2008,2008,8,85,"VAN BUREN"
"100",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,8,573,"VAN BUREN"
"101",222,64.9272681371674,"SQUASH","Row Crops",2008,2008,8,982,"VAN BUREN"
"102",242,694.719233421089,"BLUEBERRIES","Blueberries",2008,2008,8,8615,"VAN BUREN"
"103",1,46064.079879239,"CORN","Corn",2008,2008,7,58185,"VAN BUREN"
"104",5,26154.5200602987,"SOYBEANS","Soy",2008,2008,7,30613,"VAN BUREN"
"105",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,7,552,"VAN BUREN"
"106",24,2932.77898422727,"WHEAT","Winter Wheat",2008,2008,7,1870,"VAN BUREN"
"107",28,11.1678254119995,"OATS","Row Crops",2008,2008,7,108,"VAN BUREN"
"108",36,6047.40038860558,"HAY","Alfalfa",2008,2008,7,21083,"VAN BUREN"
"110",43,138.344273621878,"POTATOES","Potatoes",2008,2008,7,30,"VAN BUREN"
"111",50,203.228804991525,"CUCUMBERS","Row Crops",2008,2008,7,415,"VAN BUREN"
"112",54,135.515328045414,"TOMATOES","Row Crops",2008,2008,7,199,"VAN BUREN"
"113",66,127.35827194196,"CHERRIES","Cherries",2008,2008,7,1626,"VAN BUREN"
"114",68,1702.3803561449,"APPLES","Apples",2008,2008,7,3688,"VAN BUREN"
"115",69,3349.61713024238,"GRAPES","Tree Crops",2008,2008,7,4429,"VAN BUREN"
"116",77,21.6185389624146,"PEARS","Tree Crops",2008,2008,7,85,"VAN BUREN"
"117",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,7,573,"VAN BUREN"
"118",222,65.1584890093787,"SQUASH","Row Crops",2008,2008,7,982,"VAN BUREN"
"119",242,729.940030013809,"BLUEBERRIES","Blueberries",2008,2008,7,8615,"VAN BUREN"
"120",1,46715.3066105437,"CORN","Corn",2008,2008,6,58185,"VAN BUREN"
"121",5,26397.3247146973,"SOYBEANS","Soy",2008,2008,6,30613,"VAN BUREN"
"122",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,6,552,"VAN BUREN"
"123",24,3018.16039627934,"WHEAT","Winter Wheat",2008,2008,6,1870,"VAN BUREN"
"124",28,11.1678254119995,"OATS","Row Crops",2008,2008,6,108,"VAN BUREN"
"125",36,6240.58226494009,"HAY","Alfalfa",2008,2008,6,21083,"VAN BUREN"
"127",43,140.695340570495,"POTATOES","Potatoes",2008,2008,6,30,"VAN BUREN"
"128",50,215.766555758729,"CUCUMBERS","Row Crops",2008,2008,6,415,"VAN BUREN"
"129",54,135.520501836516,"TOMATOES","Row Crops",2008,2008,6,199,"VAN BUREN"
"130",66,112.659458847046,"CHERRIES","Cherries",2008,2008,6,1626,"VAN BUREN"
"131",68,1825.14169588565,"APPLES","Apples",2008,2008,6,3688,"VAN BUREN"
"132",69,3485.6365183721,"GRAPES","Tree Crops",2008,2008,6,4429,"VAN BUREN"
"133",77,21.6185389624146,"PEARS","Tree Crops",2008,2008,6,85,"VAN BUREN"
"134",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,6,573,"VAN BUREN"
"135",222,65.1584890093787,"SQUASH","Row Crops",2008,2008,6,982,"VAN BUREN"
"136",242,818.332978238486,"BLUEBERRIES","Blueberries",2008,2008,6,8615,"VAN BUREN"
"137",1,47271.0173949059,"CORN","Corn",2008,2008,5,58185,"VAN BUREN"
"138",5,26597.5643016043,"SOYBEANS","Soy",2008,2008,5,30613,"VAN BUREN"
"139",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,5,552,"VAN BUREN"
"140",24,3210.10668339431,"WHEAT","Winter Wheat",2008,2008,5,1870,"VAN BUREN"
"141",28,13.1985631691241,"OATS","Row Crops",2008,2008,5,108,"VAN BUREN"
"142",36,6411.8974319132,"HAY","Alfalfa",2008,2008,5,21083,"VAN BUREN"
"144",43,145.608452608138,"POTATOES","Potatoes",2008,2008,5,30,"VAN BUREN"
"145",50,269.300292620043,"CUCUMBERS","Row Crops",2008,2008,5,415,"VAN BUREN"
"146",54,135.520765109519,"TOMATOES","Row Crops",2008,2008,5,199,"VAN BUREN"
"147",66,136.70230985335,"CHERRIES","Cherries",2008,2008,5,1626,"VAN BUREN"
"148",68,1866.92446306303,"APPLES","Apples",2008,2008,5,3688,"VAN BUREN"
"149",69,3651.84596048011,"GRAPES","Tree Crops",2008,2008,5,4429,"VAN BUREN"
"150",77,21.4495883088898,"PEARS","Tree Crops",2008,2008,5,85,"VAN BUREN"
"151",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,5,573,"VAN BUREN"
"152",222,65.2098025404828,"SQUASH","Row Crops",2008,2008,5,982,"VAN BUREN"
"153",242,863.666587406376,"BLUEBERRIES","Blueberries",2008,2008,5,8615,"VAN BUREN"
"154",1,47892.2754587357,"CORN","Corn",2008,2008,4,58185,"VAN BUREN"
"155",5,26867.37903664,"SOYBEANS","Soy",2008,2008,4,30613,"VAN BUREN"
"156",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,4,552,"VAN BUREN"
"157",24,3339.11984563429,"WHEAT","Winter Wheat",2008,2008,4,1870,"VAN BUREN"
"158",28,25.5354329248981,"OATS","Row Crops",2008,2008,4,108,"VAN BUREN"
"159",36,6607.62018743007,"HAY","Alfalfa",2008,2008,4,21083,"VAN BUREN"
"161",43,140.533065492329,"POTATOES","Potatoes",2008,2008,4,30,"VAN BUREN"
"162",50,273.395457878591,"CUCUMBERS","Row Crops",2008,2008,4,415,"VAN BUREN"
"163",54,135.58381329269,"TOMATOES","Row Crops",2008,2008,4,199,"VAN BUREN"
"164",66,174.024137582184,"CHERRIES","Cherries",2008,2008,4,1626,"VAN BUREN"
"165",68,1926.48033721,"APPLES","Apples",2008,2008,4,3688,"VAN BUREN"
"166",69,3717.20269511644,"GRAPES","Tree Crops",2008,2008,4,4429,"VAN BUREN"
"167",77,21.4495883088898,"PEARS","Tree Crops",2008,2008,4,85,"VAN BUREN"
"168",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,4,573,"VAN BUREN"
"169",222,78.5647534327209,"SQUASH","Row Crops",2008,2008,4,982,"VAN BUREN"
"170",242,925.880105419417,"BLUEBERRIES","Blueberries",2008,2008,4,8615,"VAN BUREN"
"171",1,48444.60672345,"CORN","Corn",2008,2008,3,58185,"VAN BUREN"
"172",5,27044.244067621,"SOYBEANS","Soy",2008,2008,3,30613,"VAN BUREN"
"173",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,3,552,"VAN BUREN"
"174",24,3463.83681880704,"WHEAT","Winter Wheat",2008,2008,3,1870,"VAN BUREN"
"176",28,25.780225719494,"OATS","Row Crops",2008,2008,3,108,"VAN BUREN"
"177",36,6731.70948241141,"HAY","Alfalfa",2008,2008,3,21083,"VAN BUREN"
"179",43,140.566491028535,"POTATOES","Potatoes",2008,2008,3,30,"VAN BUREN"
"180",50,320.34572532647,"CUCUMBERS","Row Crops",2008,2008,3,415,"VAN BUREN"
"181",54,135.619879733419,"TOMATOES","Row Crops",2008,2008,3,199,"VAN BUREN"
"182",66,212.516115594457,"CHERRIES","Cherries",2008,2008,3,1626,"VAN BUREN"
"183",68,2003.66287896268,"APPLES","Apples",2008,2008,3,3688,"VAN BUREN"
"184",69,3801.2054833674,"GRAPES","Tree Crops",2008,2008,3,4429,"VAN BUREN"
"185",77,21.4495883088898,"PEARS","Tree Crops",2008,2008,3,85,"VAN BUREN"
"186",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,3,573,"VAN BUREN"
"187",222,90.6812336415149,"SQUASH","Row Crops",2008,2008,3,982,"VAN BUREN"
"188",242,1023.39686347738,"BLUEBERRIES","Blueberries",2008,2008,3,8615,"VAN BUREN"
"189",1,49083.5076226472,"CORN","Corn",2008,2008,2,58185,"VAN BUREN"
"190",5,27291.3524688138,"SOYBEANS","Soy",2008,2008,2,30613,"VAN BUREN"
"191",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,2,552,"VAN BUREN"
"192",24,3622.80606749294,"WHEAT","Winter Wheat",2008,2008,2,1870,"VAN BUREN"
"194",28,29.9460740481335,"OATS","Row Crops",2008,2008,2,108,"VAN BUREN"
"195",36,6863.67913658655,"HAY","Alfalfa",2008,2008,2,21083,"VAN BUREN"
"197",43,141.968298780591,"POTATOES","Potatoes",2008,2008,2,30,"VAN BUREN"
"198",50,389.760447743209,"CUCUMBERS","Row Crops",2008,2008,2,415,"VAN BUREN"
"199",54,135.650403384577,"TOMATOES","Row Crops",2008,2008,2,199,"VAN BUREN"
"200",66,274.537129883898,"CHERRIES","Cherries",2008,2008,2,1626,"VAN BUREN"
"201",68,2129.53585089168,"APPLES","Apples",2008,2008,2,3688,"VAN BUREN"
"202",69,4026.75469782374,"GRAPES","Tree Crops",2008,2008,2,4429,"VAN BUREN"
"203",77,21.4495883088898,"PEARS","Tree Crops",2008,2008,2,85,"VAN BUREN"
"204",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,2,573,"VAN BUREN"
"205",222,91.4470224733228,"SQUASH","Row Crops",2008,2008,2,982,"VAN BUREN"
"206",242,1070.71083769221,"BLUEBERRIES","Blueberries",2008,2008,2,8615,"VAN BUREN"
"207",1,49539.7151289026,"CORN","Corn",2008,2008,1,58185,"VAN BUREN"
"208",5,27338.8947922101,"SOYBEANS","Soy",2008,2008,1,30613,"VAN BUREN"
"209",12,44.6449523881787,"SWEET CORN","Sweet Corn",2008,2008,1,552,"VAN BUREN"
"210",24,3724.50367932464,"WHEAT","Winter Wheat",2008,2008,1,1870,"VAN BUREN"
"212",28,27.7286749778272,"OATS","Row Crops",2008,2008,1,108,"VAN BUREN"
"213",36,7141.07131905816,"HAY","Alfalfa",2008,2008,1,21083,"VAN BUREN"
"215",43,141.968298780591,"POTATOES","Potatoes",2008,2008,1,30,"VAN BUREN"
"216",50,389.760839998265,"CUCUMBERS","Row Crops",2008,2008,1,415,"VAN BUREN"
"217",54,135.65134396418,"TOMATOES","Row Crops",2008,2008,1,199,"VAN BUREN"
"218",66,292.069135099344,"CHERRIES","Cherries",2008,2008,1,1626,"VAN BUREN"
"219",68,2315.53050334892,"APPLES","Apples",2008,2008,1,3688,"VAN BUREN"
"220",69,4145.58061769493,"GRAPES","Tree Crops",2008,2008,1,4429,"VAN BUREN"
"221",77,21.4495883088898,"PEARS","Tree Crops",2008,2008,1,85,"VAN BUREN"
"222",216,24.1636582035376,"PEPPERS","Row Crops",2008,2008,1,573,"VAN BUREN"
"223",222,92.2861624275116,"SQUASH","Row Crops",2008,2008,1,982,"VAN BUREN"
"224",242,1147.18272311094,"BLUEBERRIES","Blueberries",2008,2008,1,8615,"VAN BUREN"
"1015",1,43954.9079472648,"CORN","Corn",2012,2012,14,76369,"VAN BUREN"
"1016",5,15068.0905987631,"SOYBEANS","Soy",2012,2012,14,19825,"VAN BUREN"
"1017",24,597.824899315549,"WHEAT","Winter Wheat",2012,2012,14,2240,"VAN BUREN"
"1018",36,1009.21536192486,"HAY","Alfalfa",2012,2012,14,17208,"VAN BUREN"
"1019",43,97.6533382882977,"POTATOES","Potatoes",2012,2012,14,45,"VAN BUREN"
"1023",66,2.13849251956055,"CHERRIES","Cherries",2012,2012,14,906,"VAN BUREN"
"1024",67,122.374849693711,"PEACHES","Tree Crops",2012,2012,14,170,"VAN BUREN"
"1025",68,281.175854563421,"APPLES","Apples",2012,2012,14,3113,"VAN BUREN"
"1026",69,964.720933432812,"GRAPES","Tree Crops",2012,2012,14,4959,"VAN BUREN"
"1027",207,144.560510799128,"ASPARAGUS","Row Crops",2012,2012,14,568,"VAN BUREN"
"1028",222,29.5103157826953,"SQUASH","Row Crops",2012,2012,14,552,"VAN BUREN"
"1029",1,49835.5907447721,"CORN","Corn",2012,2012,13,76369,"VAN BUREN"
"1030",5,17509.821002583,"SOYBEANS","Soy",2012,2012,13,19825,"VAN BUREN"
"1031",24,739.078140204376,"WHEAT","Winter Wheat",2012,2012,13,2240,"VAN BUREN"
"1032",36,1917.30122031872,"HAY","Alfalfa",2012,2012,13,17208,"VAN BUREN"
"1034",43,372.363267775672,"POTATOES","Potatoes",2012,2012,13,45,"VAN BUREN"
"1038",66,107.066414175481,"CHERRIES","Cherries",2012,2012,13,906,"VAN BUREN"
"1039",67,302.631971668748,"PEACHES","Tree Crops",2012,2012,13,170,"VAN BUREN"
"1040",68,686.961693224819,"APPLES","Apples",2012,2012,13,3113,"VAN BUREN"
"1041",69,1640.36038891464,"GRAPES","Tree Crops",2012,2012,13,4959,"VAN BUREN"
"1042",207,198.101626393108,"ASPARAGUS","Row Crops",2012,2012,13,568,"VAN BUREN"
"1043",222,55.8369360844513,"SQUASH","Row Crops",2012,2012,13,552,"VAN BUREN"
"1044",242,128.79956418932,"BLUEBERRIES","Blueberries",2012,2012,13,8497,"VAN BUREN"
"1045",245,22.6252235269928,"CELERY","Row Crops",2012,2012,13,256,"VAN BUREN"
"1046",1,52553.4740313477,"CORN","Corn",2012,2012,12,76369,"VAN BUREN"
"1047",5,18436.6162125944,"SOYBEANS","Soy",2012,2012,12,19825,"VAN BUREN"
"1048",24,781.825832196751,"WHEAT","Winter Wheat",2012,2012,12,2240,"VAN BUREN"
"1049",36,2417.81352722612,"HAY","Alfalfa",2012,2012,12,17208,"VAN BUREN"
"1051",43,408.043586913524,"POTATOES","Potatoes",2012,2012,12,45,"VAN BUREN"
"1055",66,97.2105016048157,"CHERRIES","Cherries",2012,2012,12,906,"VAN BUREN"
"1056",67,322.803686664486,"PEACHES","Tree Crops",2012,2012,12,170,"VAN BUREN"
"1057",68,987.99001048404,"APPLES","Apples",2012,2012,12,3113,"VAN BUREN"
"1058",69,2041.86269654689,"GRAPES","Tree Crops",2012,2012,12,4959,"VAN BUREN"
"1059",207,212.934072345714,"ASPARAGUS","Row Crops",2012,2012,12,568,"VAN BUREN"
"1060",222,57.7804545543536,"SQUASH","Row Crops",2012,2012,12,552,"VAN BUREN"
"1061",242,453.802532470262,"BLUEBERRIES","Blueberries",2012,2012,12,8497,"VAN BUREN"
"1062",245,24.3251615913696,"CELERY","Row Crops",2012,2012,12,256,"VAN BUREN"
"1063",1,53884.591442296,"CORN","Corn",2012,2012,11,76369,"VAN BUREN"
"1064",5,19018.6360398641,"SOYBEANS","Soy",2012,2012,11,19825,"VAN BUREN"
"1065",24,803.96942657168,"WHEAT","Winter Wheat",2012,2012,11,2240,"VAN BUREN"
"1066",36,2834.10390968761,"HAY","Alfalfa",2012,2012,11,17208,"VAN BUREN"
"1068",43,418.60914043136,"POTATOES","Potatoes",2012,2012,11,45,"VAN BUREN"
"1072",66,132.076139085731,"CHERRIES","Cherries",2012,2012,11,906,"VAN BUREN"
"1073",67,325.275681406747,"PEACHES","Tree Crops",2012,2012,11,170,"VAN BUREN"
"1074",68,1131.5906800382,"APPLES","Apples",2012,2012,11,3113,"VAN BUREN"
"1075",69,2239.07491856505,"GRAPES","Tree Crops",2012,2012,11,4959,"VAN BUREN"
"1076",207,217.421024542434,"ASPARAGUS","Row Crops",2012,2012,11,568,"VAN BUREN"
"1077",222,72.1832665664075,"SQUASH","Row Crops",2012,2012,11,552,"VAN BUREN"
"1078",242,710.569597201265,"BLUEBERRIES","Blueberries",2012,2012,11,8497,"VAN BUREN"
"1080",245,24.3251615913696,"CELERY","Row Crops",2012,2012,11,256,"VAN BUREN"
"1081",1,54756.3205582797,"CORN","Corn",2012,2012,10,76369,"VAN BUREN"
"1082",5,19389.6574937963,"SOYBEANS","Soy",2012,2012,10,19825,"VAN BUREN"
"1083",24,798.842313821678,"WHEAT","Winter Wheat",2012,2012,10,2240,"VAN BUREN"
"1084",36,2970.47496138277,"HAY","Alfalfa",2012,2012,10,17208,"VAN BUREN"
"1086",43,431.053206037394,"POTATOES","Potatoes",2012,2012,10,45,"VAN BUREN"
"1090",66,130.131249502819,"CHERRIES","Cherries",2012,2012,10,906,"VAN BUREN"
"1091",67,326.680796390164,"PEACHES","Tree Crops",2012,2012,10,170,"VAN BUREN"
"1092",68,1203.19790862242,"APPLES","Apples",2012,2012,10,3113,"VAN BUREN"
"1093",69,2331.17407966869,"GRAPES","Tree Crops",2012,2012,10,4959,"VAN BUREN"
"1094",207,240.253519785657,"ASPARAGUS","Row Crops",2012,2012,10,568,"VAN BUREN"
"1095",222,71.9694951018506,"SQUASH","Row Crops",2012,2012,10,552,"VAN BUREN"
"1096",229,11.9658205738373,"PUMPKINS","Pumpkins",2012,2012,10,324,"VAN BUREN"
"1097",242,927.477698517039,"BLUEBERRIES","Blueberries",2012,2012,10,8497,"VAN BUREN"
"1099",245,24.3814352003278,"CELERY","Row Crops",2012,2012,10,256,"VAN BUREN"
"1100",1,55353.6378061631,"CORN","Corn",2012,2012,9,76369,"VAN BUREN"
"1101",5,19596.9395459349,"SOYBEANS","Soy",2012,2012,9,19825,"VAN BUREN"
"1102",24,817.497082864646,"WHEAT","Winter Wheat",2012,2012,9,2240,"VAN BUREN"
"1103",36,3196.0787748532,"HAY","Alfalfa",2012,2012,9,17208,"VAN BUREN"
"1105",43,431.288142594189,"POTATOES","Potatoes",2012,2012,9,45,"VAN BUREN"
"1109",66,142.20922989595,"CHERRIES","Cherries",2012,2012,9,906,"VAN BUREN"
"1110",67,326.951789343015,"PEACHES","Tree Crops",2012,2012,9,170,"VAN BUREN"
"1111",68,1273.4896487632,"APPLES","Apples",2012,2012,9,3113,"VAN BUREN"
"1112",69,2381.83719397448,"GRAPES","Tree Crops",2012,2012,9,4959,"VAN BUREN"
"1113",207,258.522577560509,"ASPARAGUS","Row Crops",2012,2012,9,568,"VAN BUREN"
"1114",222,73.0148646901849,"SQUASH","Row Crops",2012,2012,9,552,"VAN BUREN"
"1115",229,13.1027416597461,"PUMPKINS","Pumpkins",2012,2012,9,324,"VAN BUREN"
"1116",242,1025.8660498134,"BLUEBERRIES","Blueberries",2012,2012,9,8497,"VAN BUREN"
"1118",245,24.3816020685968,"CELERY","Row Crops",2012,2012,9,256,"VAN BUREN"
"1119",1,55835.137227046,"CORN","Corn",2012,2012,8,76369,"VAN BUREN"
"1120",5,19951.6138524184,"SOYBEANS","Soy",2012,2012,8,19825,"VAN BUREN"
"1121",24,823.852983172547,"WHEAT","Winter Wheat",2012,2012,8,2240,"VAN BUREN"
